Symptoms,Frequency
type rash spreading arms,1
outbreak,1
sense weakness,1
experience outbreaks arms legs,1
heat nervousness,1
naseasu,1
pain hip clavicle,1
pericarditis myocarditis insurance,1
chronic blood clots,1
adverse conditions,1
muscle neuropathy condition,1
cmt charcot marie tooth,1
interaction adverse reaction,1
cmt disease genetic causes,1
myeline outer layer tissue nerves muscles,1
illness hereditary,1
blood clots heart defects vaccine,1
mild low vitamin d.,1
bilateral pulmonary embolism,1
lower extremity dvts,1
ventricular strain,1
oxygen hypoxic,1
vomitted,1
body shakes,1
swelling arm injection,1
changes menstrual cycle,1
minor arm pain,1
hardened lump size palm hand area injection site,1
upper left arm swollen,1
croupy cough,1
intermittent cough,1
painful lymph node swelling,1
weakness changes sensation,1
anterior chest pain,1
discomfort heaviness,1
provocation factors,1
history cough productive scant clear sputum,1
fever nasal congestion,1
worse cough,1
dvt/pe,1
long qt syndrome,1
two new autoimmune diseases,1
psoriatic arthritis raynauds,1
vitiligo,1
lots pain,1
pain point,1
little sick pain,1
dull ache,1
fever dizziness,1
pulsatile tinnitus,1
headache nausea,1
numbness tingling legs,1
moderate severe pain arm,1
sweating profusely,1
loss memory,1
exacerbation,1
c8 peripheral neuropathy,1
muscle soreness tenderness,1
along mild injection site pain,1
seemingly heart and/or lungs,1
l hip pain,1
toxic synovitis,1
body aches low fever,1
mild moderate headache,1
sharp dull re-occuring head aches behind eyes,1
sharp pain lower back/spine,1
cramp like lower abdominal area/ uterus,1
heart flutters,1
dull headaches behind eyes,1
burning itching,1
burning progressed neck torso,1
red sploches,1
patient vasovagal reaction,1
hot touch facial cheeks,1
adrs,1
noticable adverse reactions,1
extremely itchy,1
beginning october itching,1
sores,1
itching sores primarily arms hands legs belly,1
bruising cuts bleeding,1
vomitting,1
ear pressure,1
tinnitus pain,1
forehead neck,1
bruise right shin,1
injured area,1
pain swelling calf worsening,1
d-dimer elevated us positive dvt right peroneal vein,1
right medial thigh saphenous branch varicosity nonocclusive thrombosis,1
chest pain shortness breath,1
pulmonary embolism cta,1
right lower extremity pain swelling,1
similar hives areas scratched,1
feet hands numbness tingling,1
"poly mialga rhumatica severe shoulder , arm , wrist , knee , thigh , neck hips back pain",1
perimenopausal,1
occasional light spotting,1
normal vaccination side effects,1
slightly elevated temperature,1
general muscle aches,1
moderate cramping,1
back cramping,1
inflammation heart,1
right lymph nodes,1
left sided cervical lymphadenopathy,1
left eye lid inflamed serous draining erythematous lesion,1
mild moderate pain,1
figured asthma,1
stage lung cancer,1
dry cough night sweats,1
intermittent cough chest congestion pain,1
progressive shortness breath,1
bilateral ground glass opacities,1
atypical pneumonia,1
signs pe dissection,1
tachypnea hypoxia,1
bilateral patchy ground-glass opacities,1
focal airspace consolidation,1
lymphopenia,1
still tiredness,1
headache heaviness chest,1
soreness shoulder,1
pricked hot pins,1
symptoms stroke,1
motor complications,1
continued low level sensations ( hot pins ),1
surface sensations,1
myositis,1
inability take adequate breath,1
pain neck spread shoulder upper back,1
potential miocarditis,1
gist recurrence,1
prior tuberculosis infection,1
right pleuritic chest pain,1
sneeze,1
bowel habit changes,1
consolidative process right lung,1
scattered reticular opacities right lung,1
acute thoracic findings,1
pulmonary embolus,1
chronic nodular densities right upper lower lobes,1
indolent atypical infection scarring,1
flat trending slightly elevated troponins,1
severe left sided bells palsy,1
mild residual,1
residual symptoms,1
hives arms itchy,1
irritated,1
syncopal episode vaccination,1
dehydrations,1
paresthesias finger tips,1
constrictive pericarditis,1
loud constant ringing ears,1
hearing muffled,1
muted periodically episodes deafness,1
right side neck head swollen painful touch,1
daily headaches,1
pleuritic positional pain precordium,1
chronic unresolved pain neck,1
immediately nauseous,1
weak fatigued,1
mild brain fog lethargy,1
collapse sudden brain hemorrhage,1
brain fog increase migraines,1
second symptoms,1
chronic headaches,1
chronic,1
severe intarcranial bleed,1
coma,1
constant chest pain,1
severe left hip inflammation,1
extreme stabbing pain,1
moderate symptom relief,1
burning swelling left upper arm injection site,1
burn,1
deep damaged nerve,1
side stomach pain,1
ear aches,1
general arm soreness fatigue,1
rest symptoms,1
bradycardia severe headache loss breath joint pain,1
loss hear,1
disease flare-up,1
rare breakthrough symptoms,1
o2 dependent 3lnc,1
nasal drip weakness,1
weakness arm hurt,1
swollen right eye,1
blurred vision loss consciousness,1
little pimple like irritation stomach,1
eczema flair,1
bipolar,1
recent gunshot wound left hip,1
purulent drainage wound,1
inflamed swollen,1
all-day problem,1
erratic heartbeat,1
cxr low lung volumes,1
stomachache,1
vaccinated arm localized pain soreness,1
low grade temperature change,1
facial symptoms sinuses burning,1
teeth aching,1
significantly worsening tinnitus,1
extreme dehydration,1
well kidney pain,1
ibs renal insufficiency,1
fall diarrhea,1
cxr mild bilateral pna,1
right side facial paralysis,1
"extremely painful headache entire right side head , face neck",1
pain stems,1
debilitating pain,1
"excess tearing , breathe right nostril",1
spitting brushing teeth,1
liquids leak mouth,1
swelling pain left armpit,1
currently guessed lymph node,1
slight stomach upset,1
nausea diarrhea,1
phlegm sneeze,1
phlegm,1
light cough continuous sneeze,1
/hallucinations,1
hearing things,1
2 mild arm soreness,1
lips numb face,1
mild stomach upset,1
severe intestinal pain,1
diverticulitis blocking intestinal tract,1
heart failure flight,1
tinnitis,1
substantial increase number hypoglycemic episodes,1
type 1 diabetic,1
hypoglycemic seizure,1
moderate reprieve symptoms cold,1
expected fatigue,1
"hives whole torso , arms face",1
itch painful,1
itchy painful toes,1
much worse adverse reaction,1
signs relief,1
consistency pain,1
severe pain axilla,1
"pain left arm , left breast , neck/jaw/ear left upper back",1
aggravates pain,1
pain exertion,1
lymph node right arm pit,1
fatigued appetite,1
little pain right chest,1
red dots forehead,1
still itchiness dots present face/forehead,1
prolonged pain arm dosage,1
daily persistent headaches,1
vestibular issues,1
throbbing headaches,1
sign active lesions,1
running mild fever,1
discolored,1
allergy attack,1
clear nasal discharge itching,1
new onset systolic heart failure,1
strong pain left shoulder,1
coronary risk factors,1
dyspnea fatigue,1
clean coronaries depressed ef,1
new-onset heart failure,1
lymphocytic infiltration,1
pain left armpit,1
sore left nipple nov,1
gynecoastia,1
cysto,1
progressive sob,1
achey,1
muscle pains,1
nausea stiff neck,1
stool color change,1
severe lacerations,1
numbing/burning hands,1
numbness left side arm,1
difficult move entire body,1
red sized area,1
paralyzed,1
cough worsening sob,1
chest nodular ground glass infiltrates bilat lung bases,1
slight soreness injection point,1
significant cramping,1
blurry sight,1
bit confusion,1
severe stabbing burning eye pain,1
body tremors,1
total body pain,1
pt syncopal episode,1
unraised,1
airway breathing,1
obvious complained problems,1
heart attack symptoms,1
shingles lot fatigue,1
"numbness left foot leg , knee right leg",1
lot pain bones,1
difficult walk close hands,1
child fine symptoms,1
worst menstrual migraine life,1
menstrual migraines,1
first migraine,1
menstrual migraine,1
lost count,1
badly vomiting,1
magnitude pain,1
brain hemorrhage,1
menstrual migraine risk e.g,1
blood clots blood vessel disruption,1
menstruation disturbances,1
recurrence cholesteatoma left ear,1
worsened cough,1
fairly severe joint pain,1
muscle stiffness,1
fatigue sore arm,1
right trigeminal nerve,1
progressive numbness lower jaw upper scalp,1
slight bronchial cough,1
still bit cough,1
hyperventilating,1
actually oxygen levels,1
dry cough back,1
breathing brittle filter,1
severe hyperventilation,1
viral pneumonia high altitude pulmonary edema,1
online interstitial lung disease,1
mild sound,1
phantom noise,1
muscle neck pain back head,1
ear problem,1
mild itching,1
hives scratching,1
extreme dips,1
moderate nosebleed,1
severe nosebleed 90 minutes ( nose running like faucet,1
blood coming right eye tear duct,1
coughing blood blood clots,1
minimal coughing blood,1
temperature changes,1
blood duration nosebleed,1
large swollen lump injection site,1
intense itching burning,1
extremely dizzy movement,1
cold touch,1
left eye sclera swelling redness,1
body aches pains,1
patient bloody nose,1
patient inflammation knees,1
white spots throat,1
high 104 degree fevers,1
excessive nose bleed,1
sleep nose bleed,1
significant increase parkinson,1
severity,1
damage permanent,1
"joint pain neck , left elbow mid lower back",1
pain upper inner arm,1
menstrual-like cramps,1
severe vertigo sensation,1
multiple minor vertigo episodes,1
increase 30-40 beats like pots,1
current symptoms,1
chest burning sensation heart muscle,1
well heart palpitations heart fluttering sensation,1
chest pain breathes,1
blacked vision blurred vision,1
"faint , severe injection site swelling",1
severe eye redness dryness,1
left facial numbness,1
irregular heavy menstrual bleeding,1
bruising lower extremities,1
redness back,1
redness upper back chest,1
visible rash hives,1
elephant chest,1
"pain shoulder , neck , back injections site",1
swollen bruised,1
tingling arm fingers,1
chest numbness,1
extreme body aches fatigue,1
coughing dark phlegm,1
achey joints muscles,1
shooting pain legs,1
walking dry cough,1
join pain,1
mild chest discomfort,1
bilateral subacute nonocclusive segmental subsegmental thromboemboli,1
thromboembolic event,1
loss scalp hair,1
pvcs,1
symptoms point,1
mild discomfort left chest shoulder,1
little hard breath,1
painful lesion,1
multiple vaginal sores,1
general soreness area,1
open wounds painful,1
healing area reduction pain,1
deep pain left leg hamstring area sciatic pain,1
rash chest nerve pain back head,1
left leg began hurt hamstring area,1
rope pulling sensation lower leg,1
severe burning sensations backs upper legs,1
rigid,1
extreme nerve pain hamstring area left leg,1
several weeks swelling,1
pain hamstring areas directly buttock area legs,1
pain around sternum,1
burning pain sides neck,1
red spots roof mouth,1
swelling lymph nodes armpit,1
moderate vertigo,1
overall body urticaria,1
swelling jowls,1
lips redness lower legs swelling legs ankles,1
arm swelled,1
severe pain left arm swollen lymph nodes,1
bad pain,1
outbreak herpes simplex,1
bc,1
multiple clusters nose lip,1
normal flu like symptoms,1
massive fatigue,1
premature supra ventricular complexes,1
positive pe multiple segmental sub segmental pulmonary emboli throughout ones lungs,1
right heart strain,1
acute thoracic aortic pathology,1
focal consolidation,1
pneumothorax pleural effusion,1
positive dvt lower right leg,1
low energy sluggish,1
headache intensity,1
severely immunocompromised,1
racing heart,1
trouble focusing difficulties sleeping,1
lesser intensity ( symptoms,1
unbearable,1
excessive chills,1
funny feeling throat,1
tightening throat,1
right upper back pain,1
drumming sound left ear,1
patient increased sweating,1
pale face,1
prominent vasculature r chest/shoulder,1
tenderness axilla,1
diffuse pruritis,1
pandemic,1
sick illness,1
positive virus,1
miscarriages,1
adverse events vaccines,1
pt injuries headache,1
stomach flu,1
abnormal signifying gastroparesis,1
still vomiting,1
recurrent left facial tics,1
tics,1
swelling spasm left side neck,1
red upper right eyelid,1
sore swollen,1
squeezing heart,1
cement block head,1
neuropathy feet thighs,1
hair loss changes menstruation,1
enlarged lymph nodes base skull,1
pain neck,1
less sensitive burning tingle feeling,1
knee pain,1
morning pain,1
fourth night pain,1
headache swollen neck lymph nodes,1
activation latent adenovirus,1
multiple areas head,1
1 week arm pain swelling,1
decreased rom,1
intractable vomiting,1
numbness arm,1
mild seizure,1
leaking amniotic fluid,1
premature rupture membranes,1
tingling feet leg left side,1
nerve irritation,1
tingling somewhere skin,1
light burning sensation,1
shot tingling,1
smaller bands irritation,1
knowing symptoms,1
cold hands & feet,1
"loose bowels , putrid bowels",1
heavy legs,1
dry rash face,1
head arm & legs,1
clotting g factor liver damage,1
horrible diarrhea,1
stomach smelly,1
painful gas,1
sharp pain left side,1
fever gi issues,1
small rash,1
chills aches,1
substantial pain swelling lymph nodes underneath arms,1
head spinning effect,1
skin sensitivity,1
pinching needles,1
super heavy headache,1
extreme sluggishness,1
swollen lymph nodes arms,1
swollen armpits,1
sporadic pimple style rash across entire body,1
breathing problem,1
tenderness arm,1
extreme lower back pain,1
sharp shooting pain spine burning lowe back,1
increased lower extremity weakness,1
difficulty ambulating,1
prior flares multiple sclerosis,1
worsening lower extremity weakness,1
inability walk roll bed,1
enhancing lesions,1
significant abnormalities,1
multiple sclerosis steroid-induced myopathy,1
elevated proteins diagnostic guillane-barre,1
ringing ears ( tinnitus ),1
extreme pain kidney area,1
extreme urgency urinate,1
5 minutes symptoms,1
ipsilateral axillary & supraclavicular lymphadenopathy,1
high s joint pain,1
spontaneous nose bleeds,1
patient vagal response,1
severe left arm pain,1
shoulder elbow,1
flush face,1
swollen lips red patched face,1
little fever,1
swollen lips eyelids swollen,1
help swollen lips eyelids,1
fever lips swollen swollen eyelids,1
little red allergic reaction,1
acute pleural pulmonary diseases bloodwork,1
tremor left hand arm,1
severe case diarrhea,1
watched symptoms,1
right shot tingling sensation right left knee,1
great walking issues,1
knee stiff swallow,1
"sharp , painful , jabbing pain supraclavicular lymph nodes right side",1
feelings fast-beating,1
